Instruction_1.started,Instruction_1.stopped,key_resp.keys,調査協力者ID,date,expName,psychopyVersion,OS,frameRate,Testing.started,Testing.stopped,key_resp_5.keys,key_resp_5.corr,testingLoop.thisRepN,testingLoop.thisTrialN,testingLoop.thisN,testingLoop.thisIndex,testingLoop.ran,ss_Testing.started,ss_Testing.stopped,key_resp_13.keys,key_resp_13.corr,ss_TestingLoop.thisRepN,ss_TestingLoop.thisTrialN,ss_TestingLoop.thisN,ss_TestingLoop.thisIndex,ss_TestingLoop.ran,nb1TestingInstruct.started,nb1TestingInstruct.stopped,nb1TestingDisplay.started,nb1TestingDisplay.stopped,nb1TestingNumber.started,nb1TestingNumber.stopped,nb1TestingResponse.started,nb1TestingResponse.stopped,key_resp_20.keys,key_resp_20.corr,nb1TestingLoop.thisRepN,nb1TestingLoop.thisTrialN,nb1TestingLoop.thisN,nb1TestingLoop.thisIndex,nb1TestingLoop.ran,nb1TestingPreLocation,nb1TestingLocation,nb1TestingDistance,nb1TestingFixationNumber,nb1TestingCorrResp,nb1Testingvisual_hemifield,nb2TestingInstruct.started,nb2TestingInstruct.stopped,nb2TestingDisplay_1.started,nb2TestingDisplay_1.stopped,nb2TestingDisplay_2.started,nb2TestingDisplay_2.stopped,nb2TestingResponse.started,nb2TestingResponse.stopped,key_resp_29.keys,key_resp_29.corr,nb2TestingLoop.thisRepN,nb2TestingLoop.thisTrialN,nb2TestingLoop.thisN,nb2TestingLoop.thisIndex,nb2TestingLoop.ran,nb2TestingPreLocation,nb2TestingLocation,nb2TestingDistance,nb2TestingCorrResp,nb2TestingInterference,nb2Testingvisual_hemifield,key_resp_5.rt,key_resp_5.duration,key_resp_13.rt,key_resp_13.duration,key_resp_20.rt,key_resp_20.duration,key_resp_29.rt,key_resp_29.duration,id,time
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.0527,605.1185,,1.0,0.0,25.0,25.0,25.0,1.0,3.0,1.0,4.0,right,0.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.136,606.4332,,1.0,0.0,26.0,26.0,26.0,1.0,1.0,1.0,2.0,right,1.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.4504,607.7767,,1.0,0.0,27.0,27.0,27.0,1.0,1.0,12.0,4.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.7944,609.1506,,1.0,0.0,28.0,28.0,28.0,1.0,12.0,14.0,2.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.168,610.8794,,1.0,0.0,29.0,29.0,29.0,1.0,14.0,11.0,1.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8984,611.8326,,1.0,0.0,30.0,30.0,30.0,1.0,11.0,14.0,0.0,left,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.85,612.9096,,1.0,0.0,31.0,31.0,31.0,1.0,14.0,14.0,3.0,right,1.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.9381,613.9513,,1.0,0.0,32.0,32.0,32.0,1.0,14.0,12.0,2.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.9781,614.9671,,1.0,0.0,33.0,33.0,33.0,1.0,12.0,0.0,1.0,right,0.0,0.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.9851,616.2873,,1.0,0.0,34.0,34.0,34.0,1.0,0.0,8.0,4.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.305,617.2868,,1.0,0.0,35.0,35.0,35.0,1.0,8.0,0.0,0.0,left,0.0,0.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.3144,618.3289,,1.0,0.0,36.0,36.0,36.0,1.0,0.0,8.0,1.0,left,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.3465,620.3181,,1.0,0.0,37.0,37.0,37.0,1.0,8.0,3.0,4.0,right,0.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3358,621.3651,,1.0,0.0,38.0,38.0,38.0,1.0,3.0,8.0,0.0,left,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.3838,622.4402,,1.0,0.0,39.0,39.0,39.0,1.0,8.0,6.0,3.0,right,0.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.4657,623.7519,,1.0,0.0,40.0,40.0,40.0,1.0,6.0,10.0,2.0,right,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.7771,625.0197,,1.0,0.0,41.0,41.0,41.0,1.0,10.0,6.0,0.0,left,0.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0499,626.2167,,1.0,0.0,42.0,42.0,42.0,1.0,6.0,10.0,0.0,left,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.2349,628.0665,,1.0,0.0,43.0,43.0,43.0,1.0,10.0,5.0,1.0,right,0.0,2.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0928,629.4146,,1.0,0.0,44.0,44.0,44.0,1.0,5.0,10.0,0.0,left,0.0,1.0,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koka81uomilt,T3
,,,KOKa81UOmILt,2025-03-03,Reaction Survey,2024.2.4,Linux armv81,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koka81uomilt,T3
0.0003,5.5714,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,59.4388,61.7859,,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,61.7926,65.682,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,65.6876,69.2995,,0.0,0.0,2.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,69.3081,72.2336,,0.0,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,72.2427,74.8974,,0.0,0.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,74.902,77.6147,,0.0,0.0,5.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,77.6192,80.7318,,0.0,0.0,6.0,6.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,80.7346,83.6655,,0.0,0.0,7.0,7.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,83.6687,87.5835,,0.0,1.0,0.0,8.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,87.5903,91.217,,0.0,1.0,1.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,91.222,93.6856,,0.0,1.0,2.0,10.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,93.693,96.2688,,0.0,1.0,3.0,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,96.2802,100.4195,,0.0,1.0,4.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,100.4318,102.9368,,0.0,1.0,5.0,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,102.9496,105.6745,,0.0,1.0,6.0,14.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,105.681,108.6967,,0.0,1.0,7.0,15.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,108.7053,113.3916,,0.0,2.0,0.0,16.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,113.4,116.0261,,0.0,2.0,1.0,17.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,116.0342,119.1874,,0.0,2.0,2.0,18.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,119.1917,122.4912,,0.0,2.0,3.0,19.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,122.4973,126.4421,,0.0,2.0,4.0,20.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,126.4539,128.7307,,0.0,2.0,5.0,21.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,128.7342,131.9508,,0.0,2.0,6.0,22.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,131.9661,134.6106,,0.0,2.0,7.0,23.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,163.5098,166.2859,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,166.2941,168.9023,,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,168.9076,171.5393,,0.0,2.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,171.5455,174.0821,,0.0,3.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,174.0919,176.7349,,0.0,4.0,0.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,176.74,179.5324,,0.0,5.0,0.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,179.5396,182.071,,0.0,6.0,0.0,6.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,182.0777,184.6977,,0.0,7.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,184.7014,187.3982,,0.0,8.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,187.4021,189.9177,,0.0,9.0,0.0,9.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,189.924,192.5835,,0.0,10.0,0.0,10.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,192.5945,195.3164,,0.0,11.0,0.0,11.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,195.3212,198.368,,0.0,12.0,0.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,198.3775,201.0888,,0.0,13.0,0.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,201.0979,203.6845,,0.0,14.0,0.0,14.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,203.6887,206.4841,,0.0,15.0,0.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,206.487,209.2875,,0.0,16.0,0.0,16.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,209.2943,212.0864,,0.0,17.0,0.0,17.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,212.0957,214.6397,,0.0,18.0,0.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,214.647,217.3867,,0.0,19.0,0.0,19.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,217.3931,220.0534,,0.0,20.0,0.0,20.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
,,,MGBmrL2tdqmh,2025-02-18,Reaction Survey,2024.2.4,Win32,61.72839506,,,,,,,,,,220.0586,222.7046,,0.0,21.0,0.0,21.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgbmrl2tdqmh,T2
