Instruction_1.started,Instruction_1.stopped,key_resp.keys,調査協力者ID,date,expName,psychopyVersion,OS,frameRate,Testing.started,Testing.stopped,key_resp_5.keys,key_resp_5.corr,testingLoop.thisRepN,testingLoop.thisTrialN,testingLoop.thisN,testingLoop.thisIndex,testingLoop.ran,ss_Testing.started,ss_Testing.stopped,key_resp_13.keys,key_resp_13.corr,ss_TestingLoop.thisRepN,ss_TestingLoop.thisTrialN,ss_TestingLoop.thisN,ss_TestingLoop.thisIndex,ss_TestingLoop.ran,nb1TestingInstruct.started,nb1TestingInstruct.stopped,nb1TestingDisplay.started,nb1TestingDisplay.stopped,nb1TestingNumber.started,nb1TestingNumber.stopped,nb1TestingResponse.started,nb1TestingResponse.stopped,key_resp_20.keys,key_resp_20.corr,nb1TestingLoop.thisRepN,nb1TestingLoop.thisTrialN,nb1TestingLoop.thisN,nb1TestingLoop.thisIndex,nb1TestingLoop.ran,nb1TestingPreLocation,nb1TestingLocation,nb1TestingDistance,nb1TestingFixationNumber,nb1TestingCorrResp,nb1Testingvisual_hemifield,nb2TestingInstruct.started,nb2TestingInstruct.stopped,nb2TestingDisplay_1.started,nb2TestingDisplay_1.stopped,nb2TestingDisplay_2.started,nb2TestingDisplay_2.stopped,nb2TestingResponse.started,nb2TestingResponse.stopped,key_resp_29.keys,key_resp_29.corr,nb2TestingLoop.thisRepN,nb2TestingLoop.thisTrialN,nb2TestingLoop.thisN,nb2TestingLoop.thisIndex,nb2TestingLoop.ran,nb2TestingPreLocation,nb2TestingLocation,nb2TestingDistance,nb2TestingCorrResp,nb2TestingInterference,nb2Testingvisual_hemifield,key_resp_5.rt,key_resp_5.duration,key_resp_13.rt,key_resp_13.duration,key_resp_20.rt,key_resp_20.duration,key_resp_29.rt,key_resp_29.duration,id,time
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,440.07,441.563,441.571,443.062,,1.0,0.0,15.0,15.0,15.0,1.0,8.0,8.0,0.0,4.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,443.068,444.562,444.569,445.962,,1.0,0.0,16.0,16.0,16.0,1.0,8.0,6.0,2.0,4.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,445.967,447.462,447.47,448.879,,1.0,0.0,17.0,17.0,17.0,1.0,6.0,9.0,3.0,5.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,448.886,450.396,450.403,451.849,,1.0,0.0,18.0,18.0,18.0,1.0,9.0,9.0,0.0,1.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,451.854,453.362,453.366,454.695,,1.0,0.0,19.0,19.0,19.0,1.0,9.0,5.0,4.0,5.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,454.699,456.212,456.219,457.529,,1.0,0.0,20.0,20.0,20.0,1.0,5.0,4.0,1.0,9.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,457.534,459.044,459.049,460.394,,1.0,0.0,21.0,21.0,21.0,1.0,4.0,4.0,0.0,10.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,460.398,461.911,461.916,463.145,,1.0,0.0,22.0,22.0,22.0,1.0,4.0,2.0,2.0,10.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,463.152,464.661,464.668,466.061,,1.0,0.0,23.0,23.0,23.0,1.0,2.0,14.0,3.0,9.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,466.068,467.578,467.585,468.946,,1.0,0.0,24.0,24.0,24.0,1.0,14.0,11.0,3.0,1.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,468.951,470.461,470.468,471.928,,1.0,0.0,25.0,25.0,25.0,1.0,11.0,13.0,2.0,3.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,471.935,473.443,473.451,474.844,,1.0,0.0,26.0,26.0,26.0,1.0,13.0,13.0,0.0,5.0,left,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,474.851,476.36,476.364,477.944,,1.0,0.0,27.0,27.0,27.0,1.0,13.0,14.0,1.0,6.0,right,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,477.952,479.459,479.466,480.926,,1.0,0.0,28.0,28.0,28.0,1.0,14.0,2.0,3.0,7.0,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,480.932,482.442,482.45,483.71,,1.0,0.0,29.0,29.0,29.0,1.0,2.0,2.0,0.0,7.0,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.254,558.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.904,560.404,,,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.405,561.904,,,,,,,,,,,,,,,,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.913,563.188,,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.194,564.623,,1.0,0.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.632,566.105,,1.0,0.0,2.0,2.0,2.0,1.0,9.0,2.0,1.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.112,567.82,,1.0,0.0,3.0,3.0,3.0,1.0,2.0,9.0,0.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.827,569.42,,1.0,0.0,4.0,4.0,4.0,1.0,9.0,4.0,2.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.426,571.153,,1.0,0.0,5.0,5.0,5.0,1.0,4.0,10.0,1.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.159,572.736,,1.0,0.0,6.0,6.0,6.0,1.0,10.0,6.0,2.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.742,574.469,,1.0,0.0,7.0,7.0,7.0,1.0,6.0,6.0,4.0,right,1.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.477,576.019,,1.0,0.0,8.0,8.0,8.0,1.0,6.0,7.0,1.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.024,577.553,,1.0,0.0,9.0,9.0,9.0,1.0,7.0,6.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.558,579.252,,1.0,0.0,10.0,10.0,10.0,1.0,6.0,5.0,2.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.26,580.903,,1.0,0.0,11.0,11.0,11.0,1.0,5.0,10.0,4.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.907,582.486,,1.0,0.0,12.0,12.0,12.0,1.0,10.0,2.0,3.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.493,584.151,,1.0,0.0,13.0,13.0,13.0,1.0,2.0,13.0,3.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.157,585.72,,1.0,0.0,14.0,14.0,14.0,1.0,13.0,3.0,1.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.725,587.318,,1.0,0.0,15.0,15.0,15.0,1.0,3.0,1.0,3.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.324,589.152,,1.0,0.0,16.0,16.0,16.0,1.0,1.0,3.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.159,590.802,,1.0,0.0,17.0,17.0,17.0,1.0,3.0,1.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.811,592.751,,1.0,0.0,18.0,18.0,18.0,1.0,1.0,4.0,1.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.756,594.151,,1.0,0.0,19.0,19.0,19.0,1.0,4.0,1.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.156,595.534,,1.0,0.0,20.0,20.0,20.0,1.0,1.0,4.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.539,597.101,,1.0,0.0,21.0,21.0,21.0,1.0,4.0,5.0,4.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.106,598.784,,1.0,0.0,22.0,22.0,22.0,1.0,5.0,0.0,4.0,right,0.0,0.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.789,600.234,,1.0,0.0,23.0,23.0,23.0,1.0,0.0,5.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.238,601.751,,1.0,0.0,24.0,24.0,24.0,1.0,5.0,3.0,3.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.757,603.184,,1.0,0.0,25.0,25.0,25.0,1.0,3.0,1.0,4.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.189,604.916,,1.0,0.0,26.0,26.0,26.0,1.0,1.0,1.0,2.0,right,1.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.921,606.384,,1.0,0.0,27.0,27.0,27.0,1.0,1.0,12.0,4.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.388,608.084,,1.0,0.0,28.0,28.0,28.0,1.0,12.0,14.0,2.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.088,609.567,,1.0,0.0,29.0,29.0,29.0,1.0,14.0,11.0,1.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.574,610.933,,1.0,0.0,30.0,30.0,30.0,1.0,11.0,14.0,0.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.94,612.533,,1.0,0.0,31.0,31.0,31.0,1.0,14.0,14.0,3.0,right,1.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.538,614.15,,1.0,0.0,32.0,32.0,32.0,1.0,14.0,12.0,2.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.154,615.833,,1.0,0.0,33.0,33.0,33.0,1.0,12.0,0.0,1.0,right,0.0,0.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.838,617.267,,1.0,0.0,34.0,34.0,34.0,1.0,0.0,8.0,4.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.271,618.766,,1.0,0.0,35.0,35.0,35.0,1.0,8.0,0.0,0.0,left,0.0,0.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.772,620.983,,1.0,0.0,36.0,36.0,36.0,1.0,0.0,8.0,1.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.993,622.583,,1.0,0.0,37.0,37.0,37.0,1.0,8.0,3.0,4.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.59,624.0,,1.0,0.0,38.0,38.0,38.0,1.0,3.0,8.0,0.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.009,625.566,,1.0,0.0,39.0,39.0,39.0,1.0,8.0,6.0,3.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.572,627.032,,1.0,0.0,40.0,40.0,40.0,1.0,6.0,10.0,2.0,right,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.04,628.571,,1.0,0.0,41.0,41.0,41.0,1.0,10.0,6.0,0.0,left,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.576,630.315,,1.0,0.0,42.0,42.0,42.0,1.0,6.0,10.0,0.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.325,631.865,,1.0,0.0,43.0,43.0,43.0,1.0,10.0,5.0,1.0,right,0.0,2.0,,,,,,,,,dukgwvdkzxxe,T3
,,,DUkGwvDkZxXE,2025-03-03,Reaction Survey,2024.2.4,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.87,633.265,,1.0,0.0,44.0,44.0,44.0,1.0,5.0,10.0,0.0,left,0.0,1.0,,,,,,,,,dukgwvdkzxxe,T3
